County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Yates,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,2000-2005,Protected Bird,not listed,S5B,G4,Recently Confirmed
Yates,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Yates,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Yates,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Yates,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker,not available,Special Concern,not listed,S2?B,G5,Historically Confirmed
Yates,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Yates,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Yates,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Geothlypis philadelphia,Mourning Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Yates,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Yates,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren,not available,Threatened,not listed,S3B,G5,Historically Confirmed
Yates,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Yates,Animal,Birds,Wrens,Troglodytes aedon,House Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Yates,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Yates,Animal,Butterflies and Moths,Butterflies and Skippers,Erynnis persius persius,Persius Duskywing,1918,Endangered,not listed,S1,G5T1T3,Historically Confirmed
Yates,Animal,Fish,"Minnows, Shiners, Suckers",Erimyzon sucetta,Lake Chubsucker,not available,Threatened,not listed,SH,G5,Historically Confirmed
Yates,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterodon,Blackchin Shiner,1970,not listed,not listed,S2,G5,Historically Confirmed
Yates,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterolepis,Blacknose Shiner,1985,not listed,not listed,S2S3,G5,Historically Confirmed
Yates,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,not available,not listed,not listed,S2S3B,G3G4,Historically Confirmed
Yates,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,not available,Threatened,Threatened,S1,G2G3,Historically Confirmed
Yates,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,not available,not listed,not listed,S1,G3G4,Historically Confirmed
Yates,Animal,Other Animals,Other Animals,Apalone spinifera,Spiny Softshell,2021,Special Concern,not listed,S2S3,G5,Recently Confirmed
Yates,Animal,Other Animals,Other Animals,Chelydra serpentina,Snapping Turtle,1990,Game with open season,not listed,S4S5,G5,Recently Confirmed
Yates,Animal,Other Animals,Other Animals,Chrysemys picta,Painted Turtle,1990,Game with no open season,not listed,S5,G5,Recently Confirmed
Yates,Animal,Reptiles,Lizards,Plestiodon anthracinus,Coal Skink,not available,Game with no open season,not listed,S2S3,G5,Historically Confirmed
Yates,Animal,Reptiles,Snakes,Coluber constrictor,Racer,1990,Game with no open season,not listed,S4,G5,Recently Confirmed
Yates,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake,not available,Threatened,not listed,S3,G4,Extirpated
Yates,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,1990,Game with no open season,not listed,S5,G5,Recently Confirmed
Yates,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,1990,Game with no open season,not listed,S5,G5,Recently Confirmed
Yates,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake,1990,Game with no open season,not listed,S5,G5,Recently Confirmed
Yates,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake,1990,Game with no open season,not listed,S4,G5,Recently Confirmed
Yates,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,1990,Game with no open season,not listed,S5,G5,Recently Confirmed
Yates,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,1990,Game with no open season,not listed,S5,G5,Recently Confirmed
Yates,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,1990,Game with no open season,not listed,S5,G5,Recently Confirmed
Yates,Plant,Ferns and Fern Allies,Ferns,Cryptogramma stelleri,Slender Cliffbrake,not available,not listed,not listed,S4,G5,Historically Confirmed
Yates,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Arnoglossum atriplicifolium,Pale Indian Plantain,not available,Endangered,not listed,SH,G4G5,Possible but not Confirmed
Yates,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,not available,Endangered,not listed,S1,G5T5,Historically Confirmed
Yates,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Smallanthus uvedalia,Bear's Foot,not available,Endangered,not listed,SH,G4G5,Historically Confirmed
Yates,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ohioensis,Ohio Goldenrod,not available,Threatened,not listed,S2,G4,Possible but not Confirmed
Yates,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass,not available,Threatened,not listed,S2,G5T5,Historically Confirmed
Yates,Plant,Flowering Plants,Grasses,Dichanthelium scoparium,Velvet Rosette Grass,not available,Endangered,not listed,S1,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Grasses,Digitaria filiformis var. filiformis,Slender Crab Grass,not available,Endangered,not listed,S1,G5TNR,Historically Confirmed
Yates,Plant,Flowering Plants,Grasses,Panicum flexile,Wiry Witch Grass,not available,Rare,not listed,S3,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Grasses,Poa cuspidata,Early Blue Grass,not available,Endangered,not listed,S1,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Grasses,Sphenopholis obtusata,Prairie Wedge Grass,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Yates,Plant,Flowering Plants,Grasses,Sphenopholis pensylvanica,Swamp Oats,not available,Endangered,not listed,S1,G4,Possible but not Confirmed
Yates,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot,not available,Endangered,not listed,S1,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Orchids,Coeloglossum viride,Long-bracted Orchid,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper,not available,not listed,not listed,S4,G5T5,Historically Confirmed
Yates,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Yates,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid,not available,Endangered,not listed,S1,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,not available,Endangered,not listed,S1S2,G5T4T5,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Astragalus canadensis var. canadensis,Canada Milk Vetch,not available,Endangered,not listed,S1,G5T5,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Astragalus neglectus,Cooper's Milkvetch,not available,Endangered,not listed,S1,G4,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Buchnera americana,Bluehearts,not available,Endangered,not listed,SH,G5?,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Indian Paintbrush,not available,Endangered,not listed,S1,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Corydalis flavula,Yellow Corydalis,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Hairy Small-leaved Tick Trefoil,not available,Threatened,not listed,S2S3,G5,Possible but not Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Desmodium nuttallii,Nuttall's Tick Trefoil,not available,Endangered,not listed,SH,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Draba arabisans,Rock Whitlow Grass,2005,Threatened,not listed,S2,G4G5,Recently Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal,not available,Threatened,not listed,S2,G3G4,Possible but not Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Jeffersonia diphylla,Twinleaf,1986,Threatened,not listed,S2,G5,Recently Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,not available,not listed,not listed,S4,G3,Recently Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Bushy Bush Clover,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Lithospermum latifolium,American Gromwell,not available,Threatened,not listed,S2,G4,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,not available,not listed,not listed,S4,G3G4,Recently Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed,not available,Rare,not listed,S2S3,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Potamogeton strictifolius,Straight-leaved Pondweed,not available,Endangered,not listed,S1,G5,Recently Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Primula mistassinica,Bird's Eye Primrose,1950,Threatened,not listed,S2,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Pterospora andromedea,Pine Drops,not available,Endangered,not listed,S1,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Pyrola asarifolia ssp. asarifolia,Pink Shinleaf,not available,Threatened,not listed,S2S3,G5T5,Historically Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Rhodiola integrifolia ssp. leedyi,Leedy's Roseroot,2017,Endangered,Threatened,S1,G5T1,Recently Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Scutellaria nervosa,Veined Skullcap,not available,not listed,not listed,SX,G5,Possible but not Confirmed
Yates,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Rock Elm,not available,Rare,not listed,S3,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex barrattii,Barratt's Sedge,not available,Endangered,not listed,S1,G4,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,not available,Rare,not listed,S3,G4,Possible but not Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,not available,Threatened,not listed,S2,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex chordorrhiza,Creeping Sedge,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex decomposita,Large-panicled Sedge,not available,Endangered,not listed,SH,G3G4,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex formosa,Handsome Sedge,not available,Threatened,not listed,S2,G4,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex gynocrates,Northern Bog Sedge,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex hormathodes,Marsh Straw Sedge,not available,Threatened,not listed,S2S3,G4G5,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,not available,Threatened,not listed,S2,G4,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex meadii,Mead's Sedge,not available,Endangered,not listed,SH,G4G5,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,not available,not listed,not listed,S4,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex sartwellii,Sartwell's Sedge,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Yates,Plant,Flowering Plants,Sedges,Carex straminea,Straw Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Yates,Plant,Mosses,Other Mosses,Hyophila involuta,Rolled-leaf wet ground moss,2005,not listed,not listed,S2S3,G4G5,Recently Confirmed